,Insurance,Policy Holders,Premium Amounts,Claim Amounts,Premium Type,Insurance Year,Casualty Year,Casualty Month,Total Vehicles Crashed,Sex,Age
3389,HDFC ERGO General Insurance,1494,32985.0,21479.0,Commercial Insurance Premium,2014,2015,November,7,Female,62
3390,TATA AIG General Insurance,2387,21633.0,57018.0,Personal Insurance Premium,2017,2018,December,10,Female,67
3392,TATA AIG General Insurance,2966,42480.0,46706.0,Personal Insurance Premium,2017,2018,January,9,Female,67
3393,The Oriental Insurance Company,3846,28618.0,83724.0,Commercial Insurance Premium,2016,2017,August,3,Female,29
3395,TATA AIG General Insurance,1690,20331.0,97502.0,Commercial Insurance Premium,2015,2016,March,9,Female,76
3396,ICICI Lombard General Insurance,1150,28821.0,48337.0,Personal Insurance Premium,2018,2019,January,2,Male,48
3398,TATA AIG General Insurance,3076,25321.0,29675.0,Commercial Insurance Premium,2016,2017,November,8,Male,59
3400,The Oriental Insurance Company,1062,42471.0,53554.0,Commercial Insurance Premium,2016,2017,June,6,Male,23
3402,The New India Assurance,2657,45726.0,63087.0,Commercial Insurance Premium,2016,2017,March,1,Female,63
3403,TATA AIG General Insurance,2457,45617.0,51901.0,Commercial Insurance Premium,2018,2019,November,6,Male,50
3404,HDFC ERGO General Insurance,3071,43419.0,56422.0,Personal Insurance Premium,2018,2019,August,5,Female,23
3406,ICICI Lombard General Insurance,2391,33158.0,44701.0,Commercial Insurance Premium,2016,2017,November,10,Male,19
3407,The Oriental Insurance Company,1765,39594.0,91921.0,Commercial Insurance Premium,2017,2018,April,4,Male,58
3408,The New India Assurance,2646,41765.0,49009.0,Personal Insurance Premium,2017,2018,August,4,Female,40
3409,TATA AIG General Insurance,2437,26421.0,39294.0,Commercial Insurance Premium,2018,2019,November,10,Male,75
3410,TATA AIG General Insurance,3041,34238.0,54776.0,Personal Insurance Premium,2016,2017,August,8,Female,18
3411,The Oriental Insurance Company,4542,32324.0,48147.0,Commercial Insurance Premium,2018,2019,June,1,Female,52
3413,TATA AIG General Insurance,2467,42769.0,71205.0,Commercial Insurance Premium,2016,2017,May,5,Female,43
3414,ICICI Lombard General Insurance,1340,28815.0,69546.0,Personal Insurance Premium,2014,2015,October,7,Male,33
3415,ICICI Lombard General Insurance,3429,33351.0,52133.0,Personal Insurance Premium,2018,2019,April,6,Male,52
3416,ICICI Lombard General Insurance,4384,42449.0,41400.0,Commercial Insurance Premium,2018,2019,February,8,Female,61
3417,TATA AIG General Insurance,1000,33578.0,66510.0,Personal Insurance Premium,2015,2016,July,6,Male,28
3418,HDFC ERGO General Insurance,4047,29303.0,44976.0,Commercial Insurance Premium,2015,2016,October,7,Male,41
3420,The New India Assurance,2052,45241.0,50154.0,Personal Insurance Premium,2017,2018,December,3,Female,49
3422,The New India Assurance,2245,34948.0,21261.0,Commercial Insurance Premium,2016,2017,January,5,Male,21
3423,The New India Assurance,4174,20567.0,56090.0,Personal Insurance Premium,2017,2018,November,1,Female,60
3424,ICICI Lombard General Insurance,3250,28695.0,32552.0,Personal Insurance Premium,2017,2018,January,1,Male,38
3426,The Oriental Insurance Company,4505,44351.0,35597.0,Commercial Insurance Premium,2014,2015,November,2,Male,24
3428,HDFC ERGO General Insurance,1497,22927.0,70360.0,Personal Insurance Premium,2017,2018,December,10,Male,38
3431,HDFC ERGO General Insurance,2688,33948.0,54913.0,Commercial Insurance Premium,2017,2018,October,1,Male,43
3432,The New India Assurance,3495,46337.0,53269.0,Commercial Insurance Premium,2014,2015,April,9,Male,53
3433,The Oriental Insurance Company,1243,31306.0,35773.0,Commercial Insurance Premium,2017,2018,April,5,Female,53
3434,The New India Assurance,3840,49233.0,71492.0,Personal Insurance Premium,2017,2018,February,5,Male,27
3435,The New India Assurance,2634,41211.0,86896.0,Personal Insurance Premium,2016,2017,June,10,Male,28
3436,HDFC ERGO General Insurance,4889,27383.0,32828.0,Personal Insurance Premium,2018,2019,October,5,Female,39
3437,The Oriental Insurance Company,4042,20528.0,21248.0,Personal Insurance Premium,2014,2015,February,1,Male,47
3438,HDFC ERGO General Insurance,4949,48560.0,57729.0,Commercial Insurance Premium,2014,2015,November,2,Female,32
3439,TATA AIG General Insurance,3210,27391.0,22024.0,Commercial Insurance Premium,2016,2017,August,3,Female,55
3441,The Oriental Insurance Company,3219,46241.0,48119.0,Personal Insurance Premium,2017,2018,April,9,Female,23
3442,HDFC ERGO General Insurance,3640,35311.0,63278.0,Personal Insurance Premium,2015,2016,March,9,Female,33
3443,The Oriental Insurance Company,2461,38355.0,84217.0,Commercial Insurance Premium,2017,2018,June,5,Male,23
3444,TATA AIG General Insurance,4656,35130.0,41490.0,Commercial Insurance Premium,2014,2015,February,10,Female,36
3445,TATA AIG General Insurance,1266,22976.0,74609.0,Commercial Insurance Premium,2016,2017,August,4,Female,48
3446,ICICI Lombard General Insurance,2382,26441.0,92934.0,Commercial Insurance Premium,2015,2016,July,4,Male,72
3447,ICICI Lombard General Insurance,1779,44121.0,57267.0,Commercial Insurance Premium,2018,2019,December,6,Male,79
3449,The New India Assurance,1666,35953.0,32019.0,Personal Insurance Premium,2014,2015,April,10,Female,70
3450,The New India Assurance,4093,22704.0,42670.0,Commercial Insurance Premium,2014,2015,November,9,Female,67
3451,TATA AIG General Insurance,2157,41577.0,54193.0,Commercial Insurance Premium,2017,2018,September,6,Male,60
3452,HDFC ERGO General Insurance,1580,25449.0,96571.0,Personal Insurance Premium,2014,2015,February,3,Male,45
3454,The Oriental Insurance Company,4900,35036.0,84125.0,Personal Insurance Premium,2017,2018,October,1,Female,66
3455,The Oriental Insurance Company,1056,28852.0,60263.0,Commercial Insurance Premium,2014,2015,August,9,Male,76
3456,ICICI Lombard General Insurance,4250,40051.0,58553.0,Commercial Insurance Premium,2014,2015,January,4,Male,23
3457,ICICI Lombard General Insurance,4976,38348.0,68144.0,Commercial Insurance Premium,2016,2017,February,9,Female,23
3458,HDFC ERGO General Insurance,1542,23311.0,72468.0,Commercial Insurance Premium,2016,2017,July,1,Male,62
3459,The Oriental Insurance Company,4535,47932.0,76579.0,Personal Insurance Premium,2016,2017,November,5,Male,56
3461,HDFC ERGO General Insurance,1932,44972.0,51297.0,Commercial Insurance Premium,2014,2015,April,4,Female,36
3462,The Oriental Insurance Company,1850,47123.0,72695.0,Personal Insurance Premium,2015,2016,November,2,Male,78
3463,TATA AIG General Insurance,2175,38774.0,94647.0,Personal Insurance Premium,2015,2016,March,2,Female,60
3464,The New India Assurance,2931,25435.0,96434.0,Personal Insurance Premium,2017,2018,May,8,Female,41
3465,ICICI Lombard General Insurance,4688,49802.0,79296.0,Personal Insurance Premium,2018,2019,June,9,Female,21
3466,ICICI Lombard General Insurance,1522,33803.0,70690.0,Personal Insurance Premium,2018,2019,May,7,Male,30
3467,ICICI Lombard General Insurance,3668,45327.0,75888.0,Personal Insurance Premium,2015,2016,August,3,Male,43
3469,TATA AIG General Insurance,4350,44832.0,45172.0,Personal Insurance Premium,2015,2016,September,10,Male,49
3470,HDFC ERGO General Insurance,2398,31577.0,67791.0,Commercial Insurance Premium,2014,2015,February,4,Female,78
3471,HDFC ERGO General Insurance,1109,41723.0,42257.0,Commercial Insurance Premium,2014,2015,August,4,Female,44
3472,The New India Assurance,4445,34083.0,61610.0,Commercial Insurance Premium,2015,2016,November,3,Male,22
3474,TATA AIG General Insurance,2550,32218.0,53575.0,Personal Insurance Premium,2017,2018,April,1,Female,73
3475,The Oriental Insurance Company,1056,37063.0,50321.0,Personal Insurance Premium,2017,2018,September,10,Female,36
3476,TATA AIG General Insurance,3803,39226.0,75304.0,Commercial Insurance Premium,2015,2016,June,3,Male,55
3478,The Oriental Insurance Company,4823,27357.0,91471.0,Commercial Insurance Premium,2017,2018,June,2,Female,20
3480,The New India Assurance,4917,25982.0,55375.0,Personal Insurance Premium,2018,2019,January,10,Female,28
3481,HDFC ERGO General Insurance,2427,30340.0,59841.0,Commercial Insurance Premium,2015,2016,September,9,Male,75
3483,HDFC ERGO General Insurance,4695,44274.0,62404.0,Commercial Insurance Premium,2016,2017,January,7,Male,48
3484,ICICI Lombard General Insurance,1952,28883.0,96895.0,Personal Insurance Premium,2014,2015,November,4,Female,44
3486,The New India Assurance,2328,38477.0,20368.0,Commercial Insurance Premium,2014,2015,April,10,Male,58
3490,HDFC ERGO General Insurance,1122,45503.0,34626.0,Commercial Insurance Premium,2015,2016,December,3,Female,37
3492,ICICI Lombard General Insurance,2901,25701.0,50639.0,Commercial Insurance Premium,2018,2019,July,10,Male,45
3493,TATA AIG General Insurance,1947,49534.0,99228.0,Personal Insurance Premium,2015,2016,October,1,Female,24
3494,TATA AIG General Insurance,2586,25426.0,45651.0,Commercial Insurance Premium,2016,2017,March,5,Male,34
3496,ICICI Lombard General Insurance,3869,23356.0,62957.0,Commercial Insurance Premium,2015,2016,January,6,Female,27
3497,ICICI Lombard General Insurance,2378,27289.0,97644.0,Commercial Insurance Premium,2016,2017,September,3,Male,53
3498,TATA AIG General Insurance,3932,45244.0,56036.0,Commercial Insurance Premium,2015,2016,January,7,Female,52
3499,HDFC ERGO General Insurance,3872,43347.0,45792.0,Commercial Insurance Premium,2014,2015,April,3,Female,18
3500,The Oriental Insurance Company,3838,23603.0,83401.0,Personal Insurance Premium,2017,2018,March,5,Male,63
3502,HDFC ERGO General Insurance,2496,44462.0,69675.0,Personal Insurance Premium,2016,2017,January,4,Male,29
3503,TATA AIG General Insurance,1675,27433.0,88782.0,Commercial Insurance Premium,2014,2015,December,6,Female,27
3504,ICICI Lombard General Insurance,3508,26670.0,69579.0,Personal Insurance Premium,2015,2016,January,10,Male,34
3505,ICICI Lombard General Insurance,3296,43481.0,92529.0,Commercial Insurance Premium,2014,2015,June,6,Male,62
3506,The New India Assurance,1562,20414.0,93776.0,Personal Insurance Premium,2015,2016,December,3,Male,71
3508,The Oriental Insurance Company,1176,27237.0,66006.0,Commercial Insurance Premium,2016,2017,August,4,Female,19
3509,ICICI Lombard General Insurance,1201,23044.0,40454.0,Commercial Insurance Premium,2016,2017,October,10,Female,41
3510,The Oriental Insurance Company,1376,28427.0,38008.0,Personal Insurance Premium,2017,2018,December,5,Female,66
3511,TATA AIG General Insurance,3994,31290.0,66531.0,Commercial Insurance Premium,2016,2017,June,4,Female,42
3512,The New India Assurance,1460,35336.0,68492.0,Personal Insurance Premium,2016,2017,November,8,Male,38
3513,HDFC ERGO General Insurance,1619,43578.0,57826.0,Commercial Insurance Premium,2017,2018,January,6,Male,41
3514,TATA AIG General Insurance,4906,22009.0,78736.0,Commercial Insurance Premium,2018,2019,January,5,Female,48
3516,ICICI Lombard General Insurance,1309,45047.0,29756.0,Commercial Insurance Premium,2018,2019,August,6,Male,37
3517,HDFC ERGO General Insurance,4665,23821.0,62103.0,Personal Insurance Premium,2015,2016,June,6,Female,79
3519,HDFC ERGO General Insurance,4697,44112.0,77916.0,Personal Insurance Premium,2014,2015,August,8,Male,20
3520,The Oriental Insurance Company,4749,23837.0,28905.0,Commercial Insurance Premium,2014,2015,January,3,Female,48
3522,TATA AIG General Insurance,3874,35282.0,25707.0,Personal Insurance Premium,2015,2016,June,10,Male,46
3523,The Oriental Insurance Company,2021,22623.0,54429.0,Commercial Insurance Premium,2018,2019,December,5,Female,22
3524,ICICI Lombard General Insurance,2528,32739.0,42971.0,Commercial Insurance Premium,2014,2015,October,1,Male,39
3525,HDFC ERGO General Insurance,1659,28282.0,37128.0,Commercial Insurance Premium,2015,2016,December,5,Male,41
3526,ICICI Lombard General Insurance,2164,35880.0,53179.0,Commercial Insurance Premium,2017,2018,March,10,Female,51
3528,TATA AIG General Insurance,1508,36775.0,94861.0,Commercial Insurance Premium,2018,2019,January,6,Female,19
3530,ICICI Lombard General Insurance,4254,26703.0,62419.0,Personal Insurance Premium,2015,2016,December,9,Female,57
3531,TATA AIG General Insurance,4654,35526.0,64100.0,Personal Insurance Premium,2017,2018,September,3,Male,57
3532,The Oriental Insurance Company,2585,24010.0,21335.0,Personal Insurance Premium,2018,2019,February,7,Male,50
3533,The New India Assurance,4578,43750.0,86361.0,Personal Insurance Premium,2017,2018,November,7,Female,31
3534,The New India Assurance,1641,21708.0,61034.0,Commercial Insurance Premium,2018,2019,August,6,Female,74
3536,TATA AIG General Insurance,1227,29612.0,75055.0,Commercial Insurance Premium,2017,2018,October,5,Male,79
3537,TATA AIG General Insurance,3597,32035.0,22507.0,Personal Insurance Premium,2014,2015,May,1,Female,24
3538,ICICI Lombard General Insurance,2087,29413.0,58729.0,Commercial Insurance Premium,2016,2017,March,3,Male,71
3539,TATA AIG General Insurance,3805,31005.0,95654.0,Commercial Insurance Premium,2016,2017,January,9,Male,64
3540,TATA AIG General Insurance,3922,27813.0,33741.0,Personal Insurance Premium,2018,2019,November,8,Male,39
3541,HDFC ERGO General Insurance,1264,25597.0,47652.0,Commercial Insurance Premium,2017,2018,April,5,Male,39
3542,The New India Assurance,4567,40569.0,42803.0,Personal Insurance Premium,2015,2016,September,2,Female,33
3545,The Oriental Insurance Company,4672,27050.0,95188.0,Personal Insurance Premium,2016,2017,July,1,Male,40
3546,TATA AIG General Insurance,1794,20347.0,75814.0,Commercial Insurance Premium,2016,2017,May,7,Female,35
3547,The New India Assurance,3180,24495.0,63578.0,Commercial Insurance Premium,2018,2019,August,1,Male,78
3548,TATA AIG General Insurance,1464,32309.0,59592.0,Commercial Insurance Premium,2017,2018,July,6,Male,51
3549,HDFC ERGO General Insurance,2943,43482.0,72331.0,Personal Insurance Premium,2018,2019,July,7,Female,28
3550,The New India Assurance,3177,28886.0,57613.0,Personal Insurance Premium,2014,2015,January,9,Male,23
3551,TATA AIG General Insurance,1806,44556.0,81692.0,Commercial Insurance Premium,2014,2015,September,1,Female,46
3552,The Oriental Insurance Company,3522,49984.0,91917.0,Commercial Insurance Premium,2015,2016,December,2,Female,41
3554,TATA AIG General Insurance,1338,20867.0,53629.0,Commercial Insurance Premium,2016,2017,February,7,Female,70
3555,TATA AIG General Insurance,3926,24189.0,87916.0,Commercial Insurance Premium,2018,2019,September,8,Female,65
3556,The New India Assurance,4796,34907.0,83505.0,Commercial Insurance Premium,2016,2017,April,2,Female,48
3557,HDFC ERGO General Insurance,1818,38955.0,94783.0,Personal Insurance Premium,2014,2015,October,1,Female,54
3558,TATA AIG General Insurance,3566,36648.0,93669.0,Commercial Insurance Premium,2014,2015,June,5,Male,25
3560,ICICI Lombard General Insurance,1884,26060.0,84377.0,Commercial Insurance Premium,2017,2018,October,10,Female,41
3561,HDFC ERGO General Insurance,4020,23032.0,42027.0,Personal Insurance Premium,2016,2017,January,10,Male,39
3563,TATA AIG General Insurance,4130,26413.0,83959.0,Commercial Insurance Premium,2016,2017,November,7,Male,50
3564,The Oriental Insurance Company,4062,34790.0,52357.0,Commercial Insurance Premium,2014,2015,November,9,Male,26
3565,TATA AIG General Insurance,4357,27050.0,66228.0,Commercial Insurance Premium,2017,2018,March,1,Female,34
3566,HDFC ERGO General Insurance,2253,21841.0,83434.0,Commercial Insurance Premium,2017,2018,December,10,Male,42
3567,The Oriental Insurance Company,4150,29014.0,51192.0,Commercial Insurance Premium,2017,2018,July,6,Male,60
3568,TATA AIG General Insurance,4287,34961.0,99124.0,Personal Insurance Premium,2017,2018,January,3,Female,58
3569,TATA AIG General Insurance,3250,44157.0,22252.0,Commercial Insurance Premium,2018,2019,October,4,Male,78
3570,TATA AIG General Insurance,3522,22103.0,46959.0,Personal Insurance Premium,2017,2018,June,10,Female,26
3571,TATA AIG General Insurance,2631,28230.0,72524.0,Personal Insurance Premium,2017,2018,February,8,Female,79
3572,TATA AIG General Insurance,1224,32312.0,68354.0,Personal Insurance Premium,2016,2017,August,8,Male,39
3573,The New India Assurance,4615,35997.0,93045.0,Commercial Insurance Premium,2018,2019,September,9,Male,74
3574,The Oriental Insurance Company,2779,49139.0,63115.0,Commercial Insurance Premium,2016,2017,February,3,Female,40
3576,TATA AIG General Insurance,3173,20188.0,80202.0,Commercial Insurance Premium,2015,2016,August,3,Male,23
3577,The Oriental Insurance Company,1678,48648.0,57498.0,Personal Insurance Premium,2017,2018,April,5,Male,59
